pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,pl_radj,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"HD 39194 c","HD 39194","Radial Velocity",2021,14.03090000000,0.1083000000,0.02356618,,,,,0.860000,26.41310000
"DMPP-8 b","DMPP-8","Radial Velocity",2026,62.91500000000,0.3098000000,0.25513767,,,,1.240000,0.990000,76.13350000
"HD 215152 d","HD 215152","Radial Velocity",2018,10.86499000000,0.0879900000,0.00881289,,,4935.00,0.730000,0.770000,21.59740000
"HD 40307 b","HD 40307","Radial Velocity",2009,4.31230000000,0.0468000000,0.01260000,,,4956.00,,0.770000,12.93630000
"KMT-2020-BLG-0414L b","KMT-2020-BLG-0414L","Microlensing",2021,,2.0700000000,0.00588368,,,,,0.490000,1220.00000000
"Kepler-443 b","Kepler-443","Transit",2015,177.66930000000,0.4950000000,,0.21000000,,4723.00,0.706000,0.738000,802.27100000
"K2-75 b","K2-75","Transit",2016,7.81420000000,0.0810000000,,0.23820145,,5995.00,1.560000,1.160000,561.93000000
"Kepler-611 b","Kepler-611","Transit",2016,2.43703330200,,,0.14720314,,5761.00,1.010000,1.010000,1395.56000000
"GJ 27.1 b","GJ 27.1","Radial Velocity",2014,15.81900000000,0.1010000000,0.04090237,,,3542.00,,0.530000,23.60620000
"70 Vir b","70 Vir","Radial Velocity",1996,116.68800000000,0.4810000000,7.41600000,,,5495.00,1.890000,1.090000,17.90110000
"Kepler-1855 b","Kepler-1855","Transit",2021,0.72733098300,,,0.10850273,,3460.00,0.356000,0.385000,
"Kepler-1183 b","Kepler-1183","Transit",2016,28.50571890000,,,0.25158355,,5765.00,0.990000,1.000000,1919.19000000
"EPIC 249893012 c","EPIC 249893012","Transit",2020,15.62400000000,0.1300000000,0.04615675,0.32741547,990.00,5430.00,1.710000,1.050000,321.29600000
"HD 7199 b","HD 7199","Radial Velocity",2011,615.00000000000,1.3600000000,0.27000000,,,5371.00,0.970000,0.770000,36.15310000
"Kepler-322 c","Kepler-322","Transit",2014,4.33723400000,0.0510000000,,0.14900000,,5388.00,0.890000,,400.48000000
"Kepler-582 b","Kepler-582","Transit",2016,18.49235668000,,,0.32830761,,5564.00,0.910000,0.930000,613.17900000
"KMT-2019-BLG-2974L b","KMT-2019-BLG-2974L","Microlensing",2022,,2.0000000000,0.28000000,,,,,0.470000,6100.00000000
"Kepler-704 b","Kepler-704","Transit",2016,3.76182115000,,,0.23284860,,5616.00,0.960000,0.970000,1228.83000000
"HD 147018 b","HD 147018","Radial Velocity",2009,44.23600000000,0.2388000000,2.12000000,,,5441.00,,0.927000,40.42560000
"K2-273 b","K2-273","Transit",2018,11.71956630000,0.0729000000,,0.27210324,849.00,5161.00,0.850000,0.890000,308.10500000
"Kepler-271 c","Kepler-271","Transit",2014,7.41086267000,,,0.08475332,,5555.00,0.870000,0.900000,404.54200000
"Kepler-756 b","Kepler-756","Transit",2016,1.22486632200,,,0.09991971,,5282.00,0.790000,0.820000,
"TIC 4672985 b","TIC 4672985","Transit",2024,69.04800000000,0.3300000000,12.74000000,1.02600000,517.20,5757.00,1.150000,1.010000,253.38500000
"Kepler-59 c","Kepler-59","Transit",2012,17.98012350000,,,0.17700000,,6074.00,0.940000,1.040000,1163.22000000
"Kepler-1295 b","Kepler-1295","Transit",2016,3.81371974000,,,0.13828174,,5486.00,0.890000,0.920000,1174.46000000
"Kepler-929 b","Kepler-929","Transit",2016,0.92103213500,,,0.09902757,,5869.00,1.020000,1.010000,1311.23000000
"BEBOP-3 b","BEBOP-3","Radial Velocity",2025,547.00000000000,1.4440000000,0.55800000,,,6033.00,1.414000,1.083000,119.05200000
"HD 25171 b","HD 25171","Radial Velocity",2010,1802.29000000000,2.9710000000,0.91500000,,,6125.00,1.230000,1.076000,55.61460000
"Kepler-97 c","Kepler-97","Radial Velocity",2014,789.00000000000,,1.08000000,,,5779.00,0.980000,0.940000,400.90700000
"OGLE-2018-BLG-0506L b","OGLE-2018-BLG-0506L","Microlensing",2022,,3.0000000000,0.05128554,,,,,0.630000,5600.00000000
"Kepler-1642 c","Kepler-1642","Transit",2016,6.65138020000,,,0.23730931,,5355.00,0.840000,0.880000,413.87300000
"HD 113996 b","HD 113996","Radial Velocity",2017,610.20000000000,1.6000000000,6.30000000,,,4181.00,25.110000,1.490000,116.33400000
"Kepler-182 b","Kepler-182","Transit",2014,9.82579200000,0.0960000000,,0.23000000,,6250.00,1.146000,,1549.09000000
"Kepler-1373 b","Kepler-1373","Transit",2016,1.29123275000,,,0.10348827,,6299.00,1.330000,1.220000,1699.46000000
"Kepler-708 b","Kepler-708","Transit",2016,3.16789193800,,,0.26139709,,5692.00,0.960000,0.970000,1394.22000000
"Kepler-217 b","Kepler-217","Transit",2014,5.37494300000,0.0650000000,,0.19900000,,6171.00,1.799000,,1104.64000000
"GJ 504 b","GJ 504","Imaging",2013,,43.5000000000,4.00000000,,510.00,6234.00,,1.220000,17.52990000
"Kepler-615 b","Kepler-615","Transit",2016,10.35584657000,,,0.15523240,,4655.00,0.690000,0.730000,
"Kepler-533 b","Kepler-533","Transit",2016,28.51120525000,,,0.30154340,,4758.00,0.720000,0.780000,302.95500000
"Kepler-369 c","Kepler-369","Transit",2014,14.87157200000,0.0940000000,,0.12600000,,3591.00,0.471000,,
"Kepler-845 b","Kepler-845","Transit",2016,0.92785982100,,,0.18199661,,4913.00,0.750000,0.790000,431.05100000
"MOA-2009-BLG-319L b","MOA-2009-BLG-319L","Microlensing",2010,,2.0300000000,0.21200000,,,,,0.524000,7050.00000000
"Kepler-49 e","Kepler-49","Transit",2014,18.59610800000,0.1160000000,,0.13900000,,4252.00,0.559000,,311.22200000
"KMT-2017-BLG-0673L b","KMT-2017-BLG-0673L","Microlensing",2022,,2.3400000000,3.67000000,,,,,0.630000,5080.00000000
"Kepler-1964 b","Kepler-1964","Transit",2021,2.44082999200,,,0.15889569,,4803.00,0.698000,0.752000,
"Kepler-1310 b","Kepler-1310","Transit",2016,0.67933627200,,,0.12846820,,5549.00,0.880000,0.910000,569.18500000
"HD 115954 b","HD 115954","Radial Velocity",2021,3700.00000000000,5.0000000000,8.29000000,,144.90,5957.00,1.213000,1.180000,87.64370000
"Kepler-714 b","Kepler-714","Transit",2016,8.09888798600,,,0.86269962,,5995.00,1.120000,1.090000,2083.37000000
"Kepler-1154 c","Kepler-1154","Transit",2016,8.45808312000,,,0.21054510,,6327.00,1.430000,1.260000,1460.10000000
"Kepler-214 b","Kepler-214","Transit",2014,15.66054400000,0.1300000000,,0.23300000,,6169.00,1.352000,,1208.44000000
"Kepler-1836 b","Kepler-1836","Transit",2021,5.25416994100,,,0.22776668,,6123.00,0.987000,1.053000,1472.62000000
"Kepler-1038 b","Kepler-1038","Transit",2016,148.46033820000,,,0.31492551,,5335.00,0.830000,0.870000,584.13600000
"Kepler-126 d","Kepler-126","Transit",2014,100.28313400000,0.4480000000,,0.22300000,,6239.00,1.358000,,237.40100000
"Kepler-32 f","Kepler-32","Transit",2012,0.74296000000,0.0130000000,,0.07315550,,3900.00,0.530000,0.580000,323.84700000
"HD 166724 b","HD 166724","Radial Velocity",2012,5144.00000000000,5.4200000000,3.53000000,,,5127.00,,0.810000,45.13420000
"Kepler-1693 c","Kepler-1693","Transit",2021,5.36370992700,,,0.08716073,,5553.00,1.098000,0.941000,760.06500000
"K2-239 d","K2-239","Transit",2018,10.11500000000,0.0685000000,,0.09813543,399.00,3420.00,0.360000,0.400000,31.08490000
"Kepler-1732 b","Kepler-1732","Transit",2021,32.31240082000,,,0.36569184,,5821.00,1.494000,1.043000,1289.41000000
"Kepler-446 d","Kepler-446","Transit",2015,5.14892100000,,,0.12000000,,3359.00,0.240000,0.220000,96.33900000
"Kepler-150 d","Kepler-150","Transit",2014,12.56093000000,0.1040000000,,0.24900000,,5560.00,0.939000,,891.09200000
"Kepler-561 b","Kepler-561","Transit",2016,58.36204950000,,,0.62092961,,5646.00,0.940000,0.960000,621.37800000
"GJ 180 d","GJ 180","Radial Velocity",2020,106.30000000000,0.3090000000,0.02378630,,,,,0.430000,11.94070000
"HD 154857 c","HD 154857","Radial Velocity",2014,3452.00000000000,5.3600000000,2.58000000,,,5605.00,1.760000,1.718000,63.44820000
"Kepler-186 c","Kepler-186","Transit",2014,7.26730200000,0.0451000000,,0.11200000,,3788.00,0.472000,0.478000,177.59400000
"Kepler-905 b","Kepler-905","Transit",2016,5.08274651700,,,0.12579177,,5461.00,0.860000,0.950000,529.26800000
"Kepler-1844 b","Kepler-1844","Transit",2021,3.92451000200,,,0.27089724,,5776.00,0.849000,0.939000,1804.36000000
"K2-58 d","K2-58","Transit",2016,22.88270000000,0.1517000000,,0.15255598,,5413.00,0.860000,0.890000,181.74600000
"K2-205 b","K2-205","Transit",2018,26.67226300000,,,0.17802906,,5890.00,1.077574,0.951027,405.30100000
"Kepler-1725 b","Kepler-1725","Transit",2021,16.71990013000,,,0.25091645,,6020.00,1.085000,1.049000,558.65200000
"Kepler-1216 b","Kepler-1216","Transit",2016,4.37034536000,,,0.12400749,,5743.00,0.980000,0.990000,1258.36000000
"V830 Tau b","V830 Tau","Radial Velocity",2016,4.92700000000,0.0570000000,0.70000000,,,4250.00,2.000000,1.000000,130.11100000
"KMT-2016-BLG-1107L b","KMT-2016-BLG-1107L","Microlensing",2019,,0.3420000000,3.28300000,,,,,0.087000,6651.00000000
"Kepler-357 b","Kepler-357","Transit",2014,6.47543400000,0.0630000000,,0.16400000,,5036.00,0.834000,,688.57300000
"Kepler-1085 c","Kepler-1085","Transit",2020,56.77710000000,,,0.29156726,,5816.00,1.078300,1.050000,1364.53000000
"KMT-2021-BLG-2609L b","KMT-2021-BLG-2609L","Microlensing",2024,,2.3000000000,0.03200000,,,,,0.200000,7480.00000000
"OGLE-2017-BLG-0373L b","OGLE-2017-BLG-0373L","Microlensing",2018,,2.4240000000,0.40100000,,,,,0.248000,5915.00000000
"Kepler-1693 b","Kepler-1693","Transit",2020,12.09990000000,,,0.11503115,,5432.34,0.878295,0.950000,760.06500000
"HD 40979 b","HD 40979","Radial Velocity",2002,264.14999000000,0.8500000000,4.67000000,,,6165.00,1.210000,1.450000,34.08830000
"Kepler-500 b","Kepler-500","Transit",2016,8.50832439800,,,0.23017218,,5813.00,1.030000,1.020000,807.48000000
"Kepler-1013 b","Kepler-1013","Transit",2016,18.93054959000,,,0.19181015,,4954.00,0.760000,0.810000,422.24600000
"GJ 1148 c","GJ 1148","Radial Velocity",2017,532.58000000000,0.9120000000,0.21413963,,,3287.00,0.358519,0.344045,11.01430000
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L","Microlensing",2012,,2.7200000000,0.53000000,,,,,0.260000,2570.00000000
"Kepler-1692 b","Kepler-1692","Transit",2020,5.95966000000,,,0.09918564,,5146.00,0.866139,0.870000,591.01900000
"Kepler-1365 b","Kepler-1365","Transit",2016,7.69993485000,,,0.08207690,,5770.00,1.050000,1.000000,840.12800000
"Kepler-1837 b","Kepler-1837","Transit",2021,5.90608978300,,,0.18438237,,5966.00,0.961000,1.049000,1229.18000000
"Kepler-1770 b","Kepler-1770","Transit",2021,16.84189987000,,,0.25349473,,5602.00,1.009000,0.941000,582.94200000
"K2-8 b","K2-8","Transit",2015,10.35239000000,0.0856000000,,0.31938621,631.00,4870.00,0.740000,0.780000,403.51300000
"Kepler-641 b","Kepler-641","Transit",2016,9.48961571000,,,0.16504595,,5713.00,1.130000,1.020000,969.91800000
"EPIC 205950854 c","K2-168","Transit",2019,8.05072200000,,,0.11687037,960.60,5502.70,0.830000,0.877000,243.93500000
"K2-80 b","K2-80","Transit",2016,19.09180000000,0.1350000000,,0.17932019,,5441.00,0.870000,0.900000,200.80200000
"Kepler-1379 b","Kepler-1379","Transit",2016,0.88184114600,,,0.11597823,,5188.00,0.790000,0.830000,971.32500000
"PH1 b","PH1","Transit",2012,138.31700000000,0.6520000000,0.53100000,0.55100000,481.00,6407.00,1.734000,1.528000,1033.16000000
"Kepler-203 d","Kepler-203","Transit",2014,11.32972000000,0.1000000000,,0.12800000,,5821.00,1.114000,,703.30200000
"Kepler-1644 b","Kepler-1644","Transit",2016,21.09077580000,,,0.16772237,,5499.00,0.860000,0.890000,629.27000000
"Kepler-220 c","Kepler-220","Transit",2014,9.03419900000,0.0760000000,,0.14000000,,4632.00,0.666000,,171.10900000
"Kepler-352 d","Kepler-352","Transit",2021,6.88727998700,,,0.07193164,,5208.00,0.772000,0.796000,252.73300000
"Kepler-291 c","Kepler-291","Transit",2014,5.70078600000,0.0650000000,,0.16800000,,6002.00,1.016000,,1786.48000000
"K2-233 b","K2-233","Transit",2018,2.46758300000,0.0329300000,0.00755124,0.11731664,1127.00,4796.00,0.710000,0.790000,67.50620000
"Kepler-294 b","Kepler-294","Transit",2014,3.70121200000,0.0480000000,,0.15800000,,5913.00,0.976000,,1357.01000000
"HD 177830 c","HD 177830","Radial Velocity",2010,110.90000000000,0.5137000000,0.15000000,,,4949.00,2.620000,1.470000,62.76740000
"Kepler-750 c","Kepler-750","Transit",2016,4.08899022000,,,0.14452672,,6160.00,1.230000,1.150000,1296.02000000
"Kepler-315 c","Kepler-315","Transit",2014,265.46933500000,0.7910000000,,0.37000000,,5796.00,1.037000,,1160.63000000
"Kepler-224 b","Kepler-224","Transit",2014,3.13292400000,0.0380000000,,0.12400000,,5018.00,0.676000,,782.08800000
"Kepler-451 c","2MASS J19383260+4603591","Eclipse Timing Variations",2022,1460.00000000000,,1.61000000,,,29564.00,0.203000,0.480000,396.33200000
"HD 238914 b","HD 238914","Radial Velocity",2018,4100.00000000000,5.7000000000,6.00000000,,,4769.00,12.730000,1.470000,519.45200000
"HD 11755 b","HD 11755","Radial Velocity",2015,433.70001000000,1.0900000000,5.63000000,,,4312.00,20.580000,0.720000,235.04500000
"HD 219077 b","HD 219077","Radial Velocity",2012,5478.68861000000,5.9350000000,9.62000000,,,,,0.920000,29.18640000
"EPIC 206024342 d","EPIC 206024342","Transit",2021,14.64753100000,,,0.23195686,,5724.00,1.100000,,369.88800000
"Kepler-1182 b","Kepler-1182","Transit",2016,11.17394617000,,,0.21500580,,5924.00,1.050000,1.040000,1545.39000000
"Kepler-1229 b","Kepler-1229","Transit",2016,86.82898900000,,,0.12489963,,3784.00,0.510000,0.540000,265.48200000
"GJ 876 d","GJ 876","Radial Velocity",2005,1.93778000000,0.0208066500,0.02100000,,,,0.300000,0.320000,4.67517000
"Kepler-83 c","Kepler-83","Transit",2012,20.09000000000,,,0.21100000,,,0.610000,0.660000,400.40900000
"HD 131496 b","HD 131496","Radial Velocity",2011,896.00000000000,2.0100000000,1.80000000,,,4846.00,4.440000,1.340000,131.84900000
"HD 216770 b","HD 216770","Radial Velocity",2003,118.45000000000,0.4600000000,0.57000000,,,5399.00,0.930000,0.740000,36.66250000
"HD 76700 b","HD 76700","Radial Velocity",2002,3.97097000000,0.0500000000,0.21000000,,,5644.00,1.370000,0.990000,60.88310000
"Kepler-782 b","Kepler-782","Transit",2016,158.68533080000,,,0.28637702,,5867.00,1.010000,0.980000,446.84400000
"Kepler-1820 b","Kepler-1820","Transit",2021,31.03249931000,,,0.27824391,,5841.00,0.931000,1.047000,1425.39000000
"Kepler-1329 b","Kepler-1329","Transit",2016,9.33646594000,,,0.19359443,,4500.00,0.690000,0.720000,588.03700000
"Kepler-1924 b","Kepler-1924","Transit",2021,15.33170033000,,,0.23681598,,5726.00,1.285000,1.018000,1910.77000000
"Kepler-1223 b","Kepler-1223","Transit",2016,16.30125900000,,,0.10884111,,4870.00,0.750000,0.800000,459.95700000
"HD 63765 b","HD 63765","Radial Velocity",2009,358.00000000000,0.9400000000,0.53000000,,,5449.00,0.830000,0.650000,32.53760000
"Kepler-744 b","Kepler-744","Transit",2016,12.06222443000,,,0.14452672,,5594.00,0.930000,0.940000,449.96400000
"Kepler-1380 b","Kepler-1380","Transit",2016,10.31082450000,,,0.12757605,,5570.00,0.940000,0.960000,2462.94000000
"GJ 9404 b","GJ 9404","Radial Velocity",2023,13.45860000000,0.0943000000,0.03744159,,,,,0.620000,23.88390000
"Kepler-1947 b","Kepler-1947","Transit",2021,6.96363019900,,,0.09012118,,6040.00,1.686000,0.984000,468.77100000
"OGLE-TR-182 b","OGLE-TR-182","Transit",2007,3.97910000000,0.0510000000,1.01000000,1.13000000,,5924.00,1.140000,1.140000,2501.75000000
"Kepler-897 b","Kepler-897","Transit",2016,8.04726420000,,,0.21322152,,5839.00,1.040000,1.030000,1519.25000000
"HD 142415 b","HD 142415","Radial Velocity",2003,386.29999000000,1.0600000000,1.67000000,,,5940.00,1.040000,1.070000,35.53180000
"HIP 105854 b","HIP 105854","Radial Velocity",2014,184.20000000000,0.8100000000,8.20000000,,,4780.00,,2.100000,78.63810000
"Kepler-1934 b","Kepler-1934","Transit",2021,1.41975998900,,,0.08145944,,5925.00,1.035000,0.968000,428.51400000
"Kepler-354 b","Kepler-354","Transit",2014,5.47666000000,0.0540000000,,0.16400000,,4648.00,0.674000,,554.06400000
"Kepler-647 c","Kepler-647","Transit",2020,29.66630000000,,,0.35697654,,5906.74,1.545710,1.070000,1087.87000000
"Kepler-254 d","Kepler-254","Transit",2014,18.74647700000,0.1390000000,,0.22300000,,5957.00,0.910000,,1389.48000000
"Kepler-84 d","Kepler-84","Transit",2014,4.22453700000,0.0520000000,,0.12300000,,6031.00,1.169000,,1023.90000000
"BD+15 2940 b","BD+15 2940","Radial Velocity",2013,137.48000000000,0.5390000000,1.11000000,,,4796.00,14.700000,1.100000,426.42000000
"Kepler-509 b","Kepler-509","Transit",2016,41.74600392000,,,0.22214292,,6060.00,1.200000,1.100000,332.44300000
"Kepler-119 c","Kepler-119","Transit",2014,4.12510300000,0.0490000000,,0.08200000,,5595.00,0.839000,,701.99600000
"Kepler-1550 b","Kepler-1550","Transit",2016,225.58280900000,,,0.26942635,,5991.00,1.110000,1.070000,1179.01000000
"Kepler-80 c","Kepler-80","Transit",2012,9.52355000000,0.0792000000,0.02120631,0.24444643,,4540.00,0.678000,0.730000,369.45100000
"Kepler-1239 b","Kepler-1239","Transit",2016,5.19104016000,,,0.25872067,,6564.00,1.570000,1.400000,2140.60000000
"Kepler-1232 b","Kepler-1232","Transit",2016,26.78391830000,,,0.17218307,,5471.00,0.890000,0.920000,632.86500000
"Kepler-23 c","Kepler-23","Transit",2011,10.74000000000,,0.02457301,0.26808861,,5828.00,1.548000,1.078000,835.75600000
"Kepler-285 c","Kepler-285","Transit",2014,6.18667600000,0.0640000000,,0.10000000,,5411.00,0.808000,,824.31000000
"Kepler-303 c","Kepler-303","Transit",2014,7.06114900000,0.0570000000,,0.10200000,,3944.00,0.485000,,209.73800000
"Kepler-1188 b","Kepler-1188","Transit",2016,17.13695430000,,,0.18556517,,5913.00,1.060000,1.040000,1717.48000000
"Kepler-36 c","Kepler-36","Transit",2012,16.21865000000,,0.02243338,0.32821840,,5979.00,1.634000,1.034000,527.95600000
"Kepler-223 b","Kepler-223","Transit",2014,7.38449000000,,0.02328289,0.26674993,,,1.720000,1.125000,1859.71000000
"BD+15 2375 b","BD+15 2375","Radial Velocity",2016,153.22000000000,0.5760000000,1.06100000,,,4649.00,8.950000,1.080000,768.04500000
"Kepler-1191 b","Kepler-1191","Transit",2016,5.60014851000,,,0.13471318,,5308.00,0.810000,0.850000,955.53600000
"Kepler-33 e","Kepler-33","Transit",2011,31.78440000000,0.2138000000,,0.35900000,,5904.00,1.820000,1.291000,1209.16000000
"Gl 686 b","Gl 686","Radial Velocity",2018,15.53000000000,0.0910000000,0.02084133,,,3656.00,0.427000,0.426000,8.15728000
"Kepler-921 b","Kepler-921","Transit",2016,51.30063400000,,,0.25604425,,5663.00,0.910000,0.930000,934.49000000
"Kepler-252 b","Kepler-252","Transit",2014,6.66839100000,0.0580000000,,0.11000000,,4208.00,0.549000,,379.42400000
"IC 4651 9122 b","IC 4651 9122","Radial Velocity",2018,734.00000000000,2.0380000000,6.30000000,,,,,2.100000,859.32400000
"Kepler-516 b","Kepler-516","Transit",2016,24.85462415000,,,0.51208850,,7099.00,2.020000,1.620000,687.09400000
"K2-149 b","K2-149","Transit",2018,11.33200000000,0.0830000000,,0.14631100,,3745.00,0.568000,0.595000,123.67600000
"Kepler-1251 b","Kepler-1251","Transit",2016,45.09046430000,,,0.16415380,,5545.00,0.890000,0.920000,902.20400000
"HD 8535 b","HD 8535","Radial Velocity",2010,1313.00000000000,2.4500000000,0.68000000,,,6136.00,1.190000,1.130000,55.44010000
"Kepler-1580 b","Kepler-1580","Transit",2016,56.64492790000,,,0.18824159,,6228.00,2.150000,1.470000,1002.02000000
"Kepler-1073 d","Kepler-1073","Transit",2021,2.50476002700,,,0.13272478,,5509.00,1.116000,0.924000,809.89700000
"Kepler-821 b","Kepler-821","Transit",2016,1.92279873000,,,0.11687037,,5191.00,0.800000,0.840000,614.57100000
"HIP 34222 b","HIP 34222","Radial Velocity",2021,159.98600000000,0.4920000000,0.83000000,,,,,0.620000,22.83860000
"Kepler-116 b","Kepler-116","Transit",2014,5.96873400000,0.0690000000,,0.30500000,,6142.00,1.454000,,955.16800000
"Kepler-1942 b","Kepler-1942","Transit",2021,4.62604999500,,,0.18886898,,5834.00,0.797000,0.852000,842.49200000
"Kepler-150 e","Kepler-150","Transit",2014,30.82655700000,0.1890000000,,0.27800000,,5560.00,0.939000,,891.09200000
"K2-61 b","K2-61","Transit",2016,2.57336000000,,,0.17129122,1325.00,5748.00,0.995000,0.970000,405.73200000
"Kepler-750 b","Kepler-750","Transit",2016,9.42887179000,,,0.27388706,,6160.00,1.230000,1.150000,1296.02000000
"HD 99109 b","HD 99109","Radial Velocity",2005,439.29999000000,1.1100000000,0.44000000,,,5282.00,0.980000,0.760000,54.79010000
"Kepler-1538 b","Kepler-1538","Transit",2016,175.13881900000,,,0.25158355,,5837.00,1.030000,1.030000,1125.30000000
"K2-254 b","K2-254","Transit",2018,4.09639000000,0.0448000000,,0.14541886,791.00,4629.00,0.670000,0.710000,227.77500000
"HD 164922 c","HD 164922","Radial Velocity",2016,75.74000000000,0.3410000000,0.04090237,,,5390.00,0.946000,0.926000,22.00160000
"BD+48 740 b","BD+48 740","Radial Velocity",2018,733.00000000000,1.7000000000,1.70000000,,,4534.00,10.330000,1.090000,666.58900000
"HD 87646 b","HD 87646","Radial Velocity",2016,13.48100000000,0.1170000000,12.40000000,,,5770.00,1.550000,1.120000,73.58352000
"HD 95872 b","HD 95872","Radial Velocity",2015,4375.00000000000,5.1500000000,3.74000000,,,5312.00,0.840000,0.700000,72.21950000
"Kepler-923 b","Kepler-923","Transit",2016,6.93366476000,,,0.12311535,,5988.00,1.260000,1.110000,1000.28000000
"Kepler-1959 b","Kepler-1959","Transit",2021,6.38669014000,,,0.10198584,,5071.00,0.811000,0.768000,479.26300000
"Kepler-1615 b","Kepler-1615","Transit",2016,47.31261920000,,,0.18378089,,5865.00,1.050000,1.040000,1393.83000000
"Kepler-1004 b","Kepler-1004","Transit",2016,5.28789787000,,,0.56026407,,4972.00,3.390000,1.110000,1152.68000000
"Kepler-1322 b","Kepler-1322","Transit",2016,0.96286738200,,,0.14363458,,5488.00,0.870000,0.900000,1350.32000000
"Kepler-173 b","Kepler-173","Transit",2014,4.26374200000,0.0480000000,,0.11500000,,6031.00,0.949000,,833.16500000
"Kepler-405 b","Kepler-405","Transit",2014,10.61383900000,0.0950000000,,0.18600000,,5818.00,0.893000,,1065.08000000
"EPIC 249893012 d","EPIC 249893012","Transit",2020,35.74700000000,0.2200000000,0.03202970,0.35150326,752.00,5430.00,1.710000,1.050000,321.29600000
"K2-187 b","K2-187","Transit",2018,0.77401000000,,,0.10705701,,5438.00,0.830000,,330.91600000
"Kepler-709 b","Kepler-709","Transit",2016,16.08524954000,,,0.26050495,,5071.00,0.770000,0.800000,664.84300000
"HD 45184 c","HD 45184","Radial Velocity",2019,13.13540000000,0.1100000000,0.02770000,,,5869.00,,1.030000,21.95320000
"Kepler-168 b","Kepler-168","Transit",2014,4.42539100000,0.0560000000,,0.13000000,,6282.00,1.107000,,1343.60000000
"Kepler-230 c","Kepler-230","Transit",2014,91.77324200000,0.3800000000,,0.18200000,,5588.00,0.817000,,740.75400000
"HD 117618 b","HD 117618","Radial Velocity",2004,25.80000000000,0.1800000000,0.17400000,,,5990.00,,1.077000,37.77810000
"Kepler-264 b","Kepler-264","Transit",2014,40.80623100000,0.2490000000,,0.29700000,,6158.00,1.550000,,942.17300000
"Kepler-722 c","Kepler-722","Transit",2016,105.14474900000,,,0.25158355,,5863.00,1.050000,1.030000,1239.50000000
"GJ 3779 b","GJ 3779","Radial Velocity",2018,3.02320000000,0.0260000000,0.02517069,,,3324.00,0.281000,0.270000,13.74300000
"Kepler-1273 b","Kepler-1273","Transit",2016,28.62565300000,,,0.22214292,,5566.00,0.910000,0.940000,1114.24000000
"Kepler-135 b","Kepler-135","Transit",2014,6.00253000000,0.0670000000,,0.16100000,,6090.00,1.275000,,621.85500000
"Kepler-80 d","Kepler-80","Transit",2014,3.07222000000,0.0372000000,0.02123777,0.13649746,,4540.00,0.678000,0.730000,369.45100000
"Kepler-439 b","Kepler-439","Transit",2015,178.13960000000,0.5630000000,,0.20000000,,5431.00,0.866000,0.884000,757.04800000
"Kepler-1457 b","Kepler-1457","Transit",2016,51.11102430000,,,0.17753591,,5866.00,1.010000,1.010000,889.88500000
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201","Astrometry",2013,246.36000000000,0.3600000000,28.50000000,,,,,0.075000,
"TYC 4282-00605-1 b","TYC 4282-00605-1","Radial Velocity",2017,101.54000000000,0.4220000000,10.78000000,,,4300.00,16.210000,0.970000,464.12800000
"HD 86264 b","HD 86264","Radial Velocity",2009,1488.79123000000,2.7630000000,9.80800000,,,,,1.260000,67.81070000
"Kepler-106 d","Kepler-106","Transit",2014,23.98020000000,,0.02548532,0.08500000,,5858.00,1.040000,1.000000,444.32200000
"K2-243 b","K2-243","Transit",2018,11.54182000000,0.1087000000,,0.19359443,1035.00,6570.00,1.390000,1.290000,266.86400000
"Kepler-1751 b","Kepler-1751","Transit",2021,7.01731014300,,,0.16274216,,6052.00,0.967000,0.974000,1291.47000000
"Kepler-100 e","Kepler-100","Radial Velocity",2023,60.88858800000,0.3123915860,0.07596149,,,,,1.097000,304.64500000
"Kepler-1442 b","Kepler-1442","Transit",2016,81.41629410000,,,0.35061112,,6394.00,1.440000,1.340000,608.68000000
"Kepler-852 b","Kepler-852","Transit",2016,44.93098040000,,,0.22660362,,6100.00,1.160000,1.190000,1619.03000000
"Kepler-255 b","Kepler-255","Transit",2014,5.71460600000,0.0630000000,,0.13800000,,5573.00,0.933000,,1052.53000000
"Kepler-1957 b","Kepler-1957","Transit",2021,2.18661999700,,,0.08419576,,4904.00,0.772000,0.745000,460.89900000
"11 UMi b","11 UMi","Radial Velocity",2009,516.21997000000,1.5300000000,14.74000000,,,4213.00,29.790000,2.780000,125.32100000
"Kepler-24 d","Kepler-24","Transit",2014,4.24438400000,0.0510000000,,0.14900000,,5897.00,1.289000,,1156.81000000
"Kepler-185 c","Kepler-185","Transit",2014,20.72904200000,0.1390000000,,0.18000000,,5208.00,0.806000,,466.73500000
"Kepler-1611 b","Kepler-1611","Transit",2016,5.17624290000,,,0.07226336,,5605.00,0.930000,0.940000,908.44400000
"Kepler-1225 b","Kepler-1225","Transit",2016,7.01075434000,,,0.16236952,,6140.00,1.190000,1.130000,1347.52000000
"Kepler-123 b","Kepler-123","Transit",2014,17.23236600000,0.1350000000,,0.26200000,,6089.00,1.264000,,1021.66000000
"Kepler-1499 b","Kepler-1499","Transit",2016,44.20080000000,,,0.10616469,,5097.00,0.780000,0.820000,309.86900000
